Cand*Necunoscut*4
In ce an , Wilhem, ducele Normandiei, cucereste Anglia?*1066
In ce an , in timpul celui de-al Doilea Razboi Mondial, Russia a declarat razboi Japoniei?*1945
In ce an  s-a nascut Alain Shearer*1970
In ce an  s-a nascut Adolf Hitler*1889
In ce an  s-a luptat Stefan cel Mare cu Matei Corvin la Baia*1465
In ce an  s-a jucat primul mci international de fotbal*1872
In ce an  s-a inventat satelitul artificial?*1957
In ce an  s-a inventat ceasul atomic?*1947
In ce an  s-a interzis comertul cu sclavi in Anglia?*1807
In ce an  s-a infiintat UNESCO?*1946
In ce an  s-a infiintat trupa Metallica*1981
In ce an  s-a infiintat formatia Sarmalele Reci?*1993
In ce an  s-a infiintat echipa Dinamo Bucuresti*1984
In ce an  s-a infiintat echipa de fotbal U Craiova*1948
In ce an  s-a infiintat echipa de fotbal Sportul Studentesc*1916
In ce an  s-a infiintat echipa de fotbal Rapid Bucuresti*1923
In ce an  s-a infiintat echipa de fotbal Petrolul Ploiesti*1952
In ce an  s-a infiintat echipa de fotbal Otelul Galati*1965
In ce an  s-a infiintat echipa de fotbal Gloria Bistrita*1922
In ce an  s-a infiintat echipa de fotbal FCM Bacau*1950
In ce an  s-a infiintat echipa de fotbal FC National*1944
In ce an  s-a infiintat echipa de fotbal FC Brasov*1939
In ce an  s-a infiintat echipa de fotbal FC Arges*1953
In ce an  s-a infiintat echipa de fotbal Farul Constanta*1949
In ce an  s-a infiintat echipa de fotbal Ceahlaul Piatra-Neamt*1919
In ce an  s-a infiintat echipa de fotbal Astra Ploiesti*1937
In ce an  s-a infiintat echipa de fotbal AS UM Timisoara*1960
In ce an  s-a infiintat echipa de fotbal "U" Craiova*1948
In ce an  s-a infiintat C.I.A.?*1994
In ce an  s-a infiintat BBC?*1922
In ce an  s-a incheiat tratatul de pace de la Versailles*1919
In ce an  s-a incheiat Razboiul de 7 Ani*1763
In ce an  s-a incheiat al doilea razboi mondial*1945
In ce an  s-a inaugrat Observatorul Astronomic din Bucuresti?*1894
In ce an  s-a format Regatul Unit al Marii Britanii?*1707
In ce an  s-a format NBA??*1949
In ce an  s-a fondat ONU?*1945
In ce an  s-a folosit prima oara incubatorul pentru nou-nascuti?*1881
In ce an  s-a eliberat prima constitutie a Romaniei ?*1864
In ce an  s-a elaborat Declaratia drepturilor omului si cetateanului?*1789
In ce an  s-a destramat fromatia The Beatles?*1970
In ce an  s-a desfasurat prima olimpiada dinGrecia Antica*76 ien
In ce an  s-a deschis prima colonie de nudisti*1903
In ce an  s-a declarat ca omul a facut primul pas pe Luna*1968
In ce an  s-a construit zidul Berlin*1961
In ce an  s-a construit prima cale ferata in Romania*1847
In ce an  s-a construit masina cu aburi?*1780
In ce an  s-a constituit Marea Loja a Londrei (are loc nastere francmasoneriei)*1717
In ce an  s-a conectat Casa Alba la Internet?*1993
In ce an  s-a asezat pe Marte sonda americana Viking 2, cu misiunea de a detecta urme de viata?*1976
In ce an  Leibniz a introdus termenii: coordonata, abscisa si ordonata*1693
In ce an  incepe primul razboi dacic*101
In ce an  in USA apare pe piata primul cuptor cu microunde*1947
In ce an  IBM introduce un cip de un megabit*1984
In ce an  i.Hr. s-a nascut Buddha?*563
In ce an  i.hr au loc primele jocuri olimpice?*776
In ce an  i-a crestinat Stefan pe unguri?*1001
In ce an  Generalul Dwight Eisenhower devine comandantul trupelor din Africa de Nord?*1943
In ce an  este cucerit Constantinopolul?*1453
In ce an  din al doilea razboi mondial Rusia a declarat razboiJaponiei*1945
In ce an  devine Italia Republica ? *1946
In ce an  declara Rusia razboi Japoniei in al doilea razboi mondial*1945
In ce an  d-inaintea erei noastre descopera grecii ca pamantul este rotund?*400
In ce an  au primit femeile drept de vot in australia?*1894
In ce an  au patruns pentru prima data nave romanesti in oceanul Pacific*1964
In ce an  au parut LP-urile de vinil?*1931
In ce an  au obtinut femeile dreptul la vot in Marea Britanie*1918
In ce an  au jefuit vizigotii Roma?*410
In ce an  au inceput razboiul Germania si aliatii ei impotriva U.R.S.S*1941
In ce an  au functionat primele adunari ad-hoc in care au fost alesi si tarani*1857
In ce an  au fost inventate razele-x*1895
In ce an  au fost facuti primii pasi pe Luna?*1969
In ce an  au fost doua maimute in spatiu*1959
In ce an  au fost descoperite razele-x*1895
In ce an  au fost descoperite manuscrisele de la Marea Moarta (i.H.)?*220
In ce an  au fost brevetati primii piloti aviatori instruiti intr-o scoala romaneasca?*1911
In ce an  au fost aruncate doua bombe atomice asupra Japoniei*1945
In ce an  au declarat Franta si Anglia razboi Germaniei*1939
In ce an  au avut pentru prima data drept de vot femeile din Elvetia*1971
In ce an  au avut loc primele alegeri libere in Africa De Sud?*1994
In ce an  au avut loc Jocurile Olimpice la Munchen*1972
In ce an  au avut loc bataliile de la Marasti, Marasesti si Oituz*1917
In ce an  au aparut primele permise de conducere si primele numere de inmatriculare?*1893
In ce an  au aparut primele filme artistice?*1912
In ce an  au aparut primele calculatoare*1953
In ce an  au aparut in anglia primele seturi de etaloane modernet pt unitatiile de masura?*1215
In ce an  Atena a cazut in mainile turcilor?*1456
In ce an  are loc anularea titlului de campion mondial al lui Muhammad Ali pentru ca a refuzat sa se anroleze pt Vietnam?*1967
In ce an  aparut Teoria Relativitatii Restranse?*1905
In ce an  aparut pe piata Coca-Cola?*1886
In ce an  apare prima carte romaneasca tiparita cu caractere latine*1570
In ce an  al erei noastre s-a terminat ultimul razboi dacic*106
In ce an  afost infiintata universitatea de la cluj?*1872
In ce an  a zburat primul avion cu reactie*1941
In ce an  a venit Gheorghe Hagi la Steaua*1986
In ce an  a terminat Michelangelo de pictat capela Sixtina*1512
In ce an  a revenit Basarabia Rusiei?*1812
In ce an  a retrogradat prima echipa din Divizia A*1933
In ce an  a realizat Walt Disney primul desen animat?*1927
In ce an  a realizat Pascal prima masinarie de adunat si de scazut?*1642
In ce an  a pus prima oara un om piciorul pe luna?*1969
In ce an  a pus omul pentru prima data piciorul pe Luna*1968
In ce an  a pus Neil Armstrong piciorul pe Luna?*1969
In ce an  a produs pagube in SUA uraganul "Agnes"*1972
In ce an  a primit primul rol Thalia*1987
In ce an  a prezentat L.J.Lumiere primul film realizat (la Paris)*1895
In ce an  a plecat Christofor Columb din Spania in cautarea Noii Lumi?*1493
In ce an  a participat printesa Anne la olimpiada?*1976
In ce an  a obtinut Scuderia Ferrari prima victorie*1951
In ce an  a naufragiat Titanicul*1912
In ce an  a murit veronica micle *1889
In ce an  a murit Stalin*1953
In ce an  a murit Nelson*1805
In ce an  a murit Napoleon*1821
In ce an  a murit Mircea Eliade*1986
In ce an  a murit Mihai Viteazu?*1601
In ce an  a murit Mihai Eminescu*1889
In ce an  a murit Ludwig van Beethoven*1827
In ce an  a murit Leonardo da Vinci?*1519
In ce an  a murit Lenin*1924
In ce an  a murit Lady Diana?*1997
In ce an  a murit Kurt Cobain?*1994
In ce an  a murit Issac Newton*1727
In ce an  a murit Ion Creanga*1889
In ce an  a murit Freddie Mercury*1991
In ce an  a murit Dali?*1989
In ce an  a murit actorul Toma Caragiu*1977
In ce an  a murit A. Einstein?*1955
In ce an  a murii walter matthau *2000
In ce an  a luat start National Geographic??*1888
In ce an  a luat sfarsit razbol de 100 de ani*1453
In ce an  a luat sfarsit al doilea razboi mondial*1945
In ce an  a luat nastere Ordinul Templierilor?*1127
In ce an  a luat Nadia Comaneci prima nota de 10 la Jocurile Olimpice*1976
In ce an  a luat fiinta stilul de arte martiale shotokan *1938
In ce an  a luat fiinta NATO*1949
In ce an  a luat fiinta corporatia Microsoft*1975
In ce an  a luat Fidel Castro puterea in Cuba*1959
In ce an  a inventat Torocelli barometrul?*1648
In ce an  a inventat Alexander Graham Bell telefonul*1876
In ce an  a invadat Irakul Kuwaitul*1990
In ce an  a invadat Corea de Nord Corea de Sud*1950
In ce an  a invadat armata lui Hitler Polonia*1939
In ce an s-a nascut Gustave Flaubert*1821
Data l-a care sa nascut Gustave flaubert*12 decembrie 1821
In ce an  a intrat SUA in Primul Razboi Mondial*1917
Data la care s-a nascut Balzac*20 mai 1799
In ce an  a intrat SUA in Primul Razboi Mondial*1917
In ce an  a intrat SUA in Al doilea Razboi Mondial*1941
In ce an  a intrat Romania in Primul Razboi Mondial*1916
In ce an  a intrat in vigoare prima constitutie a romaniei*1864
In ce an  a intrat in folosinta Podul de la Cernavoda?*1895
In ce an  a inceput sa se cultive porumb in Moldova?*1693
In ce an  a inceput sa emita Radio Bucuresti?*1928
In ce an  a inceput sa apara cunoscuta revista National Geographic*1888
In ce an  a inceput Razboiul Rece*1946
In ce an  a inceput razboiul de secesiune?*1865
In ce an  a inceput razboiul Crimeei?*1853
In ce an  a inceput Razboiul celor 2 roze*1455
In ce an  a inceput Rascoala de la Bobalna? *1437
In ce an  a inceput mileniul II ? *1001
In ce an  a inceput compania Bayer sa vanda he_roina*1898
In ce an  a inceput cearta pentru Africa?*1881
In ce an  a inceput al doilea razboi mondial*1939
In ce an  a gazduit Olanda Jocurile Olompice *1928
In ce an  a fot impuscat John Lennon*1980
In ce an  a fost ucis Nicolae Iorga*1940
In ce an  a fost terminat turnul Eiffel*1859
In ce an  a fost terminat Big Ben-ul*1858
In ce an  a fost ridicat Turnul Eiffel din Paris?*1889
In ce an  a fost redactat primul document in limba romana.scrisoarea lui neacsu *1521
In ce an  a fost realizata prima legatura telefonica din tara noastra*1882
In ce an  a fost realizat primul film din seria Mad Max*1979
In ce an  a fost rapit Juan Manuel Fangio de teroristi*1958
In ce an  a fost publicat David Copperfield*1850
In ce an  a fost prins Geronimo*1886
In ce an  a fost planeta Neptun descoperita*1846
In ce an  a fost pictata Gioconda?*1503
In ce an  a fost mentionat pentru prima data in acte bucurestiul*1459
In ce an  a fost lansata in spatiu Statia Spatiala Mir*1986
In ce an  a fost lansat primul plan cincinal in fosta URSS? a) 1917; b) 1929; c) 1940; d) 1945. *b
In ce an  a fost lansat Apollo 13*1970
In ce an  a fost invins Attila?*451
In ce an  a fost inventata sugativa*1863
In ce an  a fost inventata litografia?*1796
In ce an  a fost inventata hartia?*105 E.N.
In ce an  a fost inventata Coca Cola*1886
In ce an  a fost inventata aspirina*1899
In ce an  a fost inventat tiparul? *1440
In ce an  a fost inventat telefonul*1876
In ce an  a fost inventat primul hidroplan?*1925
In ce an  a fost inventat plicul ?*1830
In ce an  a fost inventat pianul?*1709
In ce an  a fost inventat paratrasnetul?*1752
In ce an  a fost inventat jocul Monopoly*1929
In ce an  a fost inventat floppy disc-ul*1970
In ce an  a fost inventat CD-Rom-ul*1983
In ce an  a fost introdus World Wide Web-ul*1989
In ce an  a fost introdus World Wide Web-ul? *1989
In ce an  a fost intemeiata Roma*753
In ce an  a fost intemeiat orasul Melbourne*1835
In ce an  a fost infrant Napoleon la Waterloo*1815
In ce an  a fost infintat NATO*1949
In ce an  a fost infiintata prima mitropolie ortodoxa?*1359
In ce an  a fost infiintata Liga Olandeza de Fotbal*1889
In ce an  a fost infiintata Cupa Campionilor Europeni*1955
In ce an  a fost infiintata Copa America*1910
In ce an  a fost infiintat ordinul iezuit*1534
In ce an  a fost infiintat Observatorul Regal din Berlin?*1705
In ce an  a fost infiintat Observatorul Greenwich? *1673
In ce an  a fost infiintat observatorul astronomic de la greenwich *1675
In ce an  a fost infiintat clubul de fotbal AC Milan*1899
In ce an  a fost infiintat clubul Arsenal*1886
In ce an  a fost infiintat Campionatul European de Fotbal*1958
In ce an  a fost infaptuita marea unire *1918
In ce an  a fost inclus Hanatul Crimeei in Imperiul tarist? a) 1650; b) 1783; c) 1720; d) 1800. *b
In ce an  a fost inaugurat Colosseumul?*80 e.n.
In ce an  a fost inaugurat Colosseumul? *80 e.n.
In ce an  a fost impuscat JFK*1963
In ce an  a fost impuscat Corneliu Zelea Codreanu*1938
In ce an  a fost gasit motmantul lui Tutankamon*1922
In ce an  a fost furat tabloul Mona Lisa din muzeul Luvru*1919
In ce an  a fost fotografiata Luna pentru prima oara?*1839
In ce an  a fost fondata Scuderia Ferrari*1929
In ce an  a fost fondata Federatia Engleza de Fotbal*1863
In ce an  a fost fondata echipa de F1 McLaren*1963
In ce an  a fost fondat clubul Lazio Roma*1900
In ce an  a fost fondat clubul Juventus Torino*1897
In ce an  a fost fondat clubul de fotbal Manchester United*1878
In ce an  a fost fondat clubul de fotbal Liverpool*1892
In ce an  a fost fondat clubul de fotbal Internazionale Milano*1908
In ce an  a fost folosita pentru prima data scara rulanta in Anglia*1878
In ce an  a fost folosita pentru prima data insulina*1922
In ce an  a fost facuta prima calatorie in jurul lumii, in zbor*1929
In ce an  a fost facut primul pas pe luna?*1969
In ce an  a fost exterimentata prima cabina catapultabila?*1929
In ce an  a fost escaladat pentru prima data muntele Everest*1953
In ce an  a fost elaborata prima constitutie din Romania*1866
In ce an  a fost descoperita Venezuela?*1500
In ce an  a fost descoperita planeta Uranus?*1781
In ce an  a fost descoperita planeta Pluto*1930
In ce an  a fost descoperita penicilina?*1945
In ce an  a fost descoperita Australia*1606
In ce an  a fost descoperita America?*1492
In ce an  a fost descoperit pianul*1709
In ce an  a fost descoperit LSD-ul*1943
In ce an  a fost descoperit ADN-ul*1953
In ce an  a fost deschis canalul Panama*1914
In ce an  a fost daruita Bucurestiului de catre Roma o copie a statuii Romulus si Remus?*1906
In ce an  a fost cucerita Dacia de catre Romani?*106
In ce an  a fost cucerit Constantinopole de turci*1435
In ce an  a fost cucerit Constantinopole de turci? *1453
In ce an  a fost creat Parcul National Retezat?*1935
In ce an  a fost creat Micky Mouse*1928
In ce an  a fost construita Columna lui Traian?*109 d.Hr.
In ce an  a fost construit Zidul Berlinului ? *1961
Kaos*Asediul Corintului
In ce an  a fost construit Turnul Eiffel? *1889
In ce an  a fost construit primul avion din lume care s-a desprins de la sol*1906
In ce an  a fost condusa campania generalului Caius Marius?*105
In ce an  a fost condamnat la moarte Carol I, regele Angliei*1642
In ce an  a fost asasinat presedintele John F. Kennedy*1963
In ce an  a fost asasinat Mihai Viteazul ?*1601
In ce an  a fost asasinat J.F.Kennedy ? *1963
In ce an  a fost asasinat Franz Ferdinand mostenitor al tronului austro-ungar*1914
In ce an  a fost anexata Basarabia la imperiul rus? *1812
In ce an  a fost ales Washington presedinte al Statelor Unite ale Americii?*1789
In ce an  a fost ales primul presedinte al Romaniei Democratice*1990
In ce an  a fost ales Lech Walesa presedintele Poloniei? *1990
In ce an  a fost ales Abraham Lincoln*1861
In ce an  a fost ales Abraham Lincoln*1860
In ce an  a fost adus ceaiul in Anglia, devenind in zilele noastre o adevarata moda ? *1664
In ce an  a fost adoptata Constitutia Rom niei?*1991
In ce an  a facut omul primul pas pe Luna*1969
In ce an  a facut omul primul pas pe Luna*1968
In ce an  a explodat prima bomba atomica*1945
In ce an  a explodat centrala nucleara de la Cernobil*1986
In ce an  a expirat dreptul Marii Britanii asupra Hong Kong*1997
In ce an  a erupt vulcanul Etna in Sicilia (Italia)*1971
In ce an  a erupt ultima data vulcanul Santorini (cel ce a dus la disparitia atlantidei)?*1950
In ce an  a elaborat Einstein teoria relativitatii generale*1916
In ce an  a domnit Mihnea al III-lea*1659
In ce an  a domnit Constantin Mavrocordat*1746
In ce an  a devenit Turcia republica? a) 1923; b) 1878; c) 1945; d) 1914. *a
In ce an  a devenit Prusia stat independent? a) 1450; b) 1618; c) 1710; d) 1804. *b
In ce an  a devenit China stat comunist*1949
In ce an  a devenit Abraham Lincoln presedintele SUA*1860
In ce an  a descoperit Newton legea gravitatiei?*1666
In ce an  a descoperit Cristofor Columb America*1492
In ce an  a declarat Austro-Ungaria razboi Serbiei*1914
In ce an  a decedat Toma Caragiu?*1977
In ce an  a decedat Dem Radulescu?*2000
In ce an  a decedat Amza Pellea?*1983
In ce an  a debutat TLC*1992
In ce an  a debutat Olanda in meciurile internationale*1904
In ce an  a debutat Michael Schumacher in F1*1991
In ce an  a dat Hagi primul gol pentru echipa nationala*1984
In ce an  a dat Gheorghe Hagi ultimul gol pentru echipa nationala*1999
In ce an  a cucerit Traian Dacia*106
In ce an  a cucerit Alexandru Macedon Egiptul (i.H.)?*333
In ce an  a cazut Zidul Berlinului? *1989
In ce an  a cazut Parisul in miinile germanilor?*1940
In ce an  a castigat William Golding Premiul Nobel pentru literatura*1983
In ce an  a castigat Steaua prima oara Cupa Romaniei?*1948
In ce an  a castigat Steaua Bucuresti Liga Campionilor Europeni la fotbal*1986
In ce an  a castigat Michael Schumacher primul sau titlu mondial*1994
In ce an  a castigat Mark Spitz 7 medalii olimpice de aur*1972
In ce an  a castigat Figo Balonul de Aur?*2000
In ce an  a castigat Dinamo prima oara Cupa Romaniei?*1958
In ce an  a castigat Dinamo Liga Campionilor ? *niciodata
In ce an  a castigat Brazilia primul sau Campionat Mondial*1958
In ce an  a castigat Anglia primul (si singurul pana acum) sau Campionat Mondial*1966
In ce an  a avut loc unirea principatelor romane*1859
In ce an  a avut loc ultima executie in Franta?*1976
data de nastere a lui Miguel de Cervantes Saavedra*29 septembrie 1547
Anul de nastere al Miguel de Cervantes Saavedra*1547
In ce an  a avut loc revolutzia lui Tudor Vladimirescu ?*1821
In ce an  a avut loc Revolutia Romana*1989
In ce an  a avut loc Revolutia Franceza*1789
In ce an  a avut loc Revolutia bolsevica in Rusia? *1917
In ce an  a avut loc razboiul din golful persic *1991
In ce an  a avut loc primul zbor cu un avion de reactie, conceput, construit si pilotat de Henry Coanda*1910
In ce an  a avut loc primul zbor cosmic*1961
In ce an  a avut loc primul transplant nereusit de inima*1967
In ce an  a avut loc primul festival George Enescu*1958
In ce an  a avut loc prima unire politica a Tarilor Romane*1600
In ce an  a avut loc prima sedinta a Natiunilor Unite*1946
In ce an  a avut loc prima participare a Romaniei la un turneu final al Campionatului Mondial*1930
In ce an  a avut loc prima participare a Romaniei la Jocurile Olimpice moderne*1900
In ce an  a avut loc prima greva a minerilor din Valea Jiului ? *1977
In ce an  a avut loc prima cruciada*1095
In ce an  a avut loc premiera serialului Dallas*1982
In ce an  a avut loc prabusirea Imperiului Roman de Apus?*476
In ce an  a avut loc pentru prima data Festivalul de Film de la Cannes*1946
In ce an  a avut loc Marea Unire de la Alba-Iulia? *1918
In ce an  a avut loc Marea Schisma*1054
In ce an  a avut loc lupta de la Selimbar*1599
In ce an  a avut loc lupta de la Posada*1330
In ce an  a avut loc lupta de la Podul Inalt*1475
In ce an  a avut loc lupta de la Miraslau*1600
In ce an  a avut loc lupta de la Kossovopolje*1448
In ce an  a avut loc lupta de la Goraslau*1601
In ce an  a avut loc lupta de la Codrii Cosminului*1497
In ce an  a avut loc lupta de la Calugareni*1495
In ce an  a avut loc infrangerea de la Waterloo?*1815
In ce an  a avut loc in Romania, Razboiul de Independenta ?   *1877
In ce an  a avut loc Eclipsa*1999
In ce an  a avut loc destramarea URSS-ului*1992
In ce an  a avut loc Cruciada de la Varna*1444
In ce an  a avut loc cruciada de la Nicopole*1396
In ce an  a avut loc cel mai mare cutremur din Romania*1977
In ce an  a avut loc Campania cea lunga*1443
In ce an  a avut loc caderea Bastiliei? *1789
In ce an  a avut loc batalia de la Verdun*1916
In ce an  a avut loc batalia de la Tannenberg*1914
In ce an  a avut loc batalia de la Marasesti*1917
In ce an  a avut loc atentatul de la Sarajevo, care a dus la Primul Razboi Mondial*1914
In ce an  a avut loc alegerea lui ceausescu in functia de presedinte al rsr *1974
In ce an  a avut loc Marea Unire de la Alba-Iulia?*1918
In ce an  a aut loc lupta dintre mircea cel batr n si baiazid *1394
In ce an  a aterizat Viking I pe Marte*1976
In ce an  a aterizat US Surveyor III pe Luna*1967
In ce an  a ars pe rug Ioana D'Arc*1431
In ce an  a aparut telefonul celular?*1979
In ce an  a aparut single-ul lui Michael Jackson, Beat It*1983
In ce an  a aparut primul Playboy*1953
In ce an  a aparut prima harta a Transilvaniei?*1532
In ce an  a aparut pe piata prima versiune de Windows*1985
In ce an  a aparut pe piata prima versiune de DOS? *1982
In ce an  a aparut nba *1949
In ce an  a aparut Moartea Neagra in Europa*1347
In ce an  a aparut laserul ?*1962
In ce an  a aparut formatia Wings?*1971
In ce an  a ajuns porumbul in Europa?*1493
In ce an  a ajuns Neil Armstrong pe Luna*1969
In ce an  a acordat Copa America primul sau premiu*1917
In ce an  a fost cucerita Dacia de catre Romani? *106
In ce an  a descoperit Howard Carter mormantul lui Tutankhamon? *1922
