Literatura*palminteri*5
Cine a scris "A Bend in the River"?*V. S. Naipaul
Cine a scris "A Child's Garden of Verses"?*Robert Louis Stevenson
Cine a scris "American Gothic"?*Robert Bloch
Cine a scris "American Pastoral"?*Philip Roth
Cine a scris "Amerika"?*Franz Kafka
Cine a scris "Amintiri din Casa Mortilor"?*Fiodor Dostoievski
Cine a scris "A Modern Comedy"?*John Galsworthy
Cine a scris "Amok"?*Stefan Zweig
Cine a scris "A Moment of War"?*Laurie Lee
Cine a scris "An Almond for a Parrot"?*Thomas Nashe
Cine a scris "An American Tragedy"?*Theodore Dreiser
Cine a scris "A narrow Fellow in the Grass"?*Emily Dickinson
Cine a scris "An Beal Bocht"?*Flann O'Brien
Cine a scris "Ancient Evenings"?*Norman Mailer
Cine a scris "...And Call Me Conrad"?*Roger Zelazny
Cine a scris piesa de teatru "Andromaca"?*Jean Racine
Cine a scris "An Enemy of the People"?*Henrik Ibsen
Cine a scris "An Essay Concerning Human Understanding"?*John Locke
Cine a scris "An Essay on Criticism"?*Alexander Pope
Cine a scris "Anil's Ghost"?*Michael Ondaatje
Cine a scris seria "Anita Blake: Vampire Hunter"?*Laurell K. Hamilton
Cine a scris "Anna Karenina"?*Lev Tolstoi
Cine a scris "Anna of the Five Towns"?*Arnold Bennett
Cine a scris "An Occurrence at Owl Creek Bridge"?*Ambrose Bierce
Cine a scris "Antiquary"?*Walter Scott
Cine a scris poemul "anyone lived in a pretty how town"?*E. E. Cummings
Cine a scris "A Passage to India"?*E. M. Forster
Cine a scris "A Portrait of the Artist as a Young Man"?*James Joyce
Cine a scris "Appointment in Samarra"?*John O'Hara
Cine a scris "Arcadia"?*Tom Stoppard
Cine a scris "Arcane 17"?*Andre Breton
Cine a scris piesa de teatru "Archangels Don't Play Pinball"?*Dario Fo
Cine a scris "Arctic Drift"?*Clive Cussler
Cine a scris "Areopagitica"?*John Milton
Cine a scris "Armadale"?*Wilkie Collins
Cine a scris "Armance"?*Stendhal
Cine a scris "A Room of One's Own"?*Virginia Woolf
Cine a scris "A Rose For Emily"?*William Faulkner
Cine a scris "Arrival and Departure"?*Arthur Koestler
Cine a scris "Arrow of God"?*Chinua Achebe
Cine a scris "Arthur & George"?*Julian Barnes
Cine a scris "A Scanner Darkly"?*Philip K. Dick
Cine a scris "A Season in Hell"?*Arthur Rimbaud
Cine a scris "A Sentimental Journey"?*Laurence Sterne
Cine a scris "A Series of Unfortunate Events"?*Lemony Snicket
Cine a scris "A Severed Head"?*Iris Murdoch
Cine a scris "Ash Wednesday"?*T. S. Eliot
Cine a scris "As I Walked Out One Midsummer Morning"?*Laurie Lee
Cine a scris "A Song About Myself"?*John Keats
Cine a scris "A Son of the Circus"?*John Irving
Cine a scris "A Stir of Echoes"?*Richard Matheson
Cine a scris piesa de teatru "A Streetcar Named Desire"?*Tennessee Williams
Cine a scris piesa de teatru "As You Like It"?*William Shakespeare
Cine a scris "A Tale of a Tub"?*Jonathan Swift
Cine a scris "A Testment of Youth"?*Vera Brittain
Cine a scris poemul "A Throw of the Dice will Never Abolish Chance"?*Stephane Mallarme
Cine a scris "Atlantis"?*Gerhart Hauptmann
Cine a scris "A Tomb for Boris Davidovich"?*Danilo Kis
Cine a scris "Atonement"?*Ian McEwan
Cine a scris "A Treatise of Human Nature"?*David Hume
Cine a scris "At Swim-TWo-Birds"?*Flann O'Brien
Cine a scris "At Weddings and Wakes"?*Alice McDermott
Cine a scris poemul "Auguries of Innocence"?*William Blake
Cine a scris poemul "Auld Lang Syne"?*Robert Burns
Cine a scris "Aura"?*Carlos Fuentes
Cine a scris "Auto-da-fe"?*Elias Canetti
Cine a scris "Autumn of the Patriarch"?*Gabriel Garcia Marquez
Cine a scris "Avenger"?*Frederick Forsyth
Cine a scris "A Void", in care nu foloseste niciodata litera e?*Georges Perec
Cine a scris "A Woman's Life"?*Guy de Maupassant
Cine a scris "Baal"?*Bertold Brecht
Cine a scris "Babette's Feast"?*Karen Blixen
Cine a scris "Babilonieni"?*Aristofan
Cine a scris "Baltazar & Bleminda"?*Jose Saramago
Cine a scris "Batrachomyomachia"?*Homer
Cine a scris "Battlefield Earth"?*L. Ron Hubbard
Cine a scris "Bebo's Girl"?*Carlo Cassola
Cine a scris "Being and Nothingness"?*Jean-Paul Sartre
Cine a scris "Being and Time"?*Martin Heidegger
Cine a scris "Bel-Ami"?*Guy de Maupassant
Cine a scris "Ben-Hur"?*Wallace Lew
Cine a scris poemul epic "Beowulf"?*autor necunoscut
Cine a scris "Berlin Alexanderplatz"?*Alfred Doblin
Cine a scris piesa de teatru "Betrayal"?*Harold Pinter
Cine a scris "Betrayed by Rita Hayworth"?*Manuel Puig
Cine a scris "Beware of Pity"?*Stefan Zweig
Cine a scris "Beyond Freedom and Dignity"?*B. F. Skinner
Cine a scris "Beyond Good and Evil"?*Friedrich Nietzsche
Cine a scris piesa de teatru "Beyond the Horizon"?*Eugene O'Neill
Cine a scris "Big Sur"?*Jack Kerouac
Cine a scris "Billiards at Half-past Nine"?*Heinrich Boll
Cine a scris "Billy Bathgate"?*E. L. Doctorow
Cine a scris "Biographia Literaria"?*Samuel Taylor Coleridge
Cine a scris "Black Spring"?*Henry Miller
Cine a scris "Blandings Castle"?*P. G. Wodehouse
Cine a scris "Bleak House"?*Charles Dickens
Cine a scris "Bless the Beasts and Children"?*Glendon Swarthout
Cine a scris "Blindness"?*Henry Green
Cine a scris "Blood Meridian"?*Cormac McCarthy
Cine a scris piesa de teatru "Blood Wedding"?*Federico Garcia Lorca
Cine a scris "Book of Songs"?*Heinrich Heine
Cine a scris drama "Boris Godunov"?*Aleksandr Puskin
Cine a scris "Borodino"?*Mihail Lermontov
Cine a scris "Bosnian Chronicle"?*Ivo Andric
Cine a scris "Bouvard and Pecuchet"?*Gustave Flaubert
Cine a scris "Breakfast at Tiffany's"?*Truman Capote
Cine a scris "Breakfast of Champions"?*Kurt Vonnegut
Cine a scris "Bridget Jones's Diary"?*Helen Fielding
Cine a scris "Brighton Rock"?*Graham Greene
Cine a scris "Bring Larks and Heroes"?*Thomas Keneally
Cine a scris piesa de teatru "Britannicus"?*Jean Racine
Cine a scris "Brokeback Mountain"?*Annie Proulx
Cine a scris "Buckdancer's Choice"?*James Dickey
Cine a scris "Bucolicele"?*Virgiliu
Cine a scris "Buddenbrooks"?*Thomas Mann
Cine a scris "Buffalo Girls"?*Larry McMurtry
Cine a scris "Bullet Park"?*John Cheever
Cine a scris "By the Open Sea"?*August Strindberg
Cine a scris "Call It Sleep"?*Henry Roth
Cine a scris "Cancer Ward"?*Aleksandr Soljenitin
Cine a scris poemul epic "Cantecul lui Roland"?*autor necunoscut
Cine a scris poemul "Canto General"?*Pablo Neruda
Cine a scris "Captain Michalis"?*Nikos Kazantzakis
Cine a scris "Captain Singleton"?*Daniel Defoe
Cine a scris nuvela "Carmen"?*Prosper Merimee
Cine a scris "Carmen Saeculare"?*Horatiu
Cine a scris "Casino Royale"?*Ian Fleming
Cine a scris "Castelul"?*Franz Kafka
Cine a scris "Castelul din Carpati"?*Jules Verne
Cine a scris "Cat and Mouse"?*Gunter Grass
Cine a scris "Cathay"?*Ezra Pound
Cine a scris "Cat's Cradle"?*Kurt Vonnegut
Cine a scris "Cavalerii"?*Aristofan
Cine a scris "Caverns", impreuna cu clasa sa de studenti?*Ken Kesey
Cine a scris "Cele 500 de Milioane ale Begumei"?*Jules Verne
Cine a scris "Charlie and the Chocolate Factory"?*Roald Dahl
Cine a scris "Chesapeake"?*James A. Michener
Cine a scris poemul "Childe Harold's Pilgrimage"?*George Gordon Byron
Cine a scris "Childhood's End"?*Arthur C. Clarke
Cine a scris "Children of Gebelawi"?*Naguib Mahfouz
Cine a scris piesa de teatru "Children of the Sun"?*Maxim Gorki
Cine a scris "Chimera"?*John Barth
Cine a scris "Chitchat on the Nile"?*Naguib Mahfouz
Cine a scris "Chocky"?*John Wyndham
Cine a scris "Christ versus Arizona"?*Camilo Jose Cela
Cine a scris "Chronicles of Avonlea"?*Lucy Maud Montgomery
Cine a scris "Chronicles of Barsetshire"?*Anthony Trollope
Cine a scris "Cigarettes and Chocolate"?*Anthony Minghella
Cine a scris "Cimarron"?*Edna Ferber
Cine a scris "Cities of the Red Night", prima parte a trilogiei "Red Night"?*William S. Burroughs
Cine a scris eseul "Civil Disobedience"?*Henry David Thoreau
Cine a scris "Clarissa"?*Samuel Richardson
Cine a scris "Clerambault"?*Romain Rolland
Cine a scris "Closely Watched Trains"?*Bohumil Hrabal
Cine a scris piesa de teatru "Comic Mystery"?*Dario Fo
Cine a scris "Coming Up for Air"?*George Orwell
Cine a scris "Common Sense"?*Thomas Paine
Cine a scris "Comus"?*John Milton
Cine a scris "Confessional"?*Jack Higgins
Cine a scris "Confessions"?*Jean-Jacques Rousseau
Cine a scris "Confessions of a Young Man"?*George Moore
Cine a scris "Confessions of Zeno"?*Italo Svevo
Cine a scris "Consider Her Ways"?*John Wyndham
Cine a scris "Consuelo"?*Georges Sand
Cine a scris "Contact"?*Carl Sagan
Cine a scris "Corbul"?*Edgar Allan Poe
Cine a scris "Cosmicomics"?*Italo Calvino
Cine a scris "Couples"?*John Updike
Cine a scris "Craiasa Zapezilor"?*Hans Christian Andersen
Cine a scris "Crash"?*J. G. Ballard
Cine a scris "Creative Evolution"?*Henri Bergson
Cine a scris "Critique of Judgement"?*Immanuel Kant
Cine a scris "Critique of Practical Reason"?*Immanuel Kant
Cine a scris "Critique of Pure Reason"?*Immanuel Kant
Cine a scris "Crome Yellow"?*Aldous Huxley
Cine a scris "Crossing the Bar"?*Alfred Lord Tennyson
Cine a scris "Crowds and Power"?*Elias Canetti
Cine a scris "Cuts"?*Malcolm Bradbury
Cine a scris "Cybernetics"?*Norbert Wiener
Cine a scris "Dangling Man"?*Saul Bellow
Cine a scris "Daniel Deronda"?*George Eliot
Cine a scris "Daredevil"?*Leslie Charteris
Cine a scris "Darkness at Noon"?*Arthur Koestler
Cine a scris "Darkness Visible"?*William Golding
Cine a scris "Darkness Visible: A Memoir of Madness"?*William Styron
Cine a scris "Dead Fingers Talk"?*William S. Burroughs
Cine a scris "Death in Venice"?*Thomas Mann
Cine a scris "Death of a Naturalist"?*Seamus Heaney
Cine a scris "Deck Diary III"?*Giorgos Seferis
Cine a scris "Degetica"?*Hans Christian Andersen
Cine a scris "Demian"?*Herman Hesse
Cine a scris "Demonii"?*Fiodor Dostoievski
Cine a scris "Despre Republica"?*Cicero
Cine a scris "Diamonds Are Forever"?*Ian Fleming
Cine a scris "Diplomacy"?*Henry Kissinger
Cine a scris "Dirk Gently"?*Douglas Adams
Cine a scris "Disclosure"?*Michael Crichton
Cine a scris tratatul "Discourse on Method"?*Rene Descartes
Cine a scris "Discursuri"?*Niccolo Machiavelli
Cine a scris "Discworld"?*Terry Pratchett
Cine a scris "Disgrace"?*J. M. Coetzee
Cine a scris "Disobedience"?*Alberto Moravia
Cine a scris "Do Androids Dream of Electric Sheep?"?*Philip K. Dick
Cine a scris "Doctor Faustus"?*Thomas Mann
Cine a scris "Dodsworth"?*Sinclair Lewis
Cine a scris "Dog Years"?*Gunter Grass
Cine a scris "Dona Flor and her Two Husbands"?*Jorge Amado
Cine a scris piesa de teatru "Don Carlos"?*Friedrich Schiller
Cine a scris "Do not go gentle into that good night"?*Dylan Thomas
Cine a scris "Door into the Dark"?*Seamus Heaney
Cine a scris "Dr. No"?*Ian Fleming
Cine a scris "Drums in the Night"?*Bertold Brecht
Cine a scris "Drunkard"?*Emile Zola
Cine a scris "Duino Elegies"?*Rainer Maria Rilke
Cine a scris "Dusklands"?*J. M. Coetzee
Cine a scris "Either/Or"?*Soren Kierkegaard
Cine a scris "Elective Affinities"?*Johann Wolfgang von Goethe
Cine a scris "Elogiul Nebuniei"?*Erasmus din Rotterdam
Cine a scris "El Senor Presidente"?*Miguel Angel Asturias
Cine a scris "Emile: or, on Education"?*Jean-Jacques Rousseau
Cine a scris "Emma"?*Jane Austen
Cine a scris "Empire of the Sun"?*J. G. Ballard
Cine a scris "End of the Chapter"?*John Galsworthy
Cine a scris "Eneida"?*Virgiliu
Cine a scris "England, England"?*Julian Barnes
Cine a scris "Enough Rope"?*Dorothy Parker
Cine este romancierul care a scris "Erewhon"?*Samuel Butler
Cine a scris "Essay on Blindness"?*Jose Saramago
Cine a scris "Esther Waters"?*George Moore
Cine a scris "Ethan Frome"?*Edith Wharton
Cine a scris "Ethics"?*Baruch de Spinoza
Cine a scris "Etica Nicomahica"?*Aristotel
Cine a scris "Eugene Onegin"?*Aleksandr Puskin
Cine a scris "Eugenie Grandet"?*Honore de Balzac
Cine a scris "Eva Trout"?*Elizabeth Bowen
Cine a scris "Everyday Use"?*Alice Walker
Cine a scris "Everything is Illuminated"?*Jonathan Safran Foer
Cine a scris "Exercises in Style"?*Raymond Queneau
Cine a scris "Eyeless in Gaza"?*Aldous Huxley
Cine a scris "Fair-Faced"?*Rabindranath Tagore
Cine a scris "Falconer"?*John Cheever
Cine a scris "False Memory"?*Dean Koontz
Cine a scris "Farewell Summer"?*Ray Bradbury
Cine a scris "Far from the Madding Crowd"?*Thomas Hardy
Cine a scris "Father Goose, His Book"?*L. Frank Baum
Cine a scris "Fear"?*L. Ron Hubbard
Cine a scris "Fear and Trembling"?*Soren Kierkegaard
Cine a scris piesa de teatru "Fedra"?*Jean Racine
Cine a scris "Fern Hill"?*Dylan Thomas
Cine a scris "Fiasco"?*Stanislaw Lem
Cine a scris volumul de antologii "Ficciones"?*Jorge Luis Borges
Cine a scris "Fight Club"?*Chuck Palahniuk
Cine a scris poezia "Fire and Ice"?*Robert Frost
Cine a scris "Fire in the Steppe", a treia parte din "Trilogia"?*Henryk Sienkiewicz
Cine a scris "First Love"?*Ivan Turgheniev
Cine a scris "Flaubert's Parrot"?*Julian Barnes
Cine a scris "Ford County"?*John Grisham
Cine a scris poemul "Forefathers' Eve"?*Adam Mickiewicz
Cine a scris "Forever Free"?*Joy Adamson
Cine a scris "Foundation"?*Isaac Asimov
Cine a scris "Fractal Mode"?*Piers Anthony
Cine a scris tragedia "Francesca da Rimini"?*Gabriele d'Annunzio
Cine a scris "Franny and Zooey"?*J. D. Salinger
Cine a scris "Fratii Karamazov"?*Fiodor Dostoievski
Cine a scris "Friday"?*Robert A. Heinlein
Cine a scris "Fromont Junior and Risler Senior"?*Alphonse Daudet
Cine a scris "From the Earth to the Moon"?*Jules Verne
Cine a scris piesa de teatru "Fuente Ovejuna"?*Lope de Vega
Cine a scris "Funerals are Fatal"?*Agatha Christie
Cine a scris "Gabriela, Clove and Cinnamon"?*Jorge Amado
Cine a scris "Galactic Empire"?*Isaac Asimov
Cine a scris "Garden, Ashes"?*Danilo Kis
Cine a scris "Gargantua si Pantagruel"?*Francois Rabelais
Cine a scris "Generation X: Tales for an Accelerated Culture"?*Douglas Coupland
Cine a scris "Georgicele"?*Virgiliu
Cine a scris "Germinal"?*Emile Zola
Cine a scris "Ghosts"?*Henrik Ibsen
Cine a scris "Giles Goat-Boy"?*John Barth
Cine a scris "Giovanni's Room"?*James Baldwin
Cine a scris "God's Little Acre"?*Erskine Caldwell
Cine a scris "Good-bye to All That"?*Robert Graves
Cine a scris "Good Morning, Midnight"?*Jean Rhys
Cine a scris "Good Wives"?*Louisa May Alcott
Cine a scris "Gormenghast"?*Mervyn Peake
Cine a scris "Gosta Berlings Saga"?*Selma Lagerlof
Cine a scris "Go Tell it on the Mountain"?*James Baldwin
Cine a scris "Grand Testament"?*Francois Villon
Cine a scris "Group Portrait with a Lady"?*Heinrich Boll
Cine a scris "Growth of the Soil"?*Knut Hamsun
Cine a scris poemul "Gunga Din"?*Rudyard Kipling
Cine a scris "Hainele Cele Noi ale Imparatului"?*Hans Christian Andersen
Cine a scris "Hannibal"?*Thomas Harris
Cine a scris piesa de teatru "Happy Days"?*Samuel Beckett
Cine a scris piesa de teatru "Heartbreak House"?*George Bernard Shaw
Cine a scris "Heartbreak Tango"?*Manuel Puig
Cine a scris "Heart of a Dog"?*Mihail Bulgakov
Cine a scris "Hearts in Atlantis"?*Stephen King
Cine a scris piesa de teatru "Hecuba"?*Euripide
Cine a scris "Hedda Gabler"?*Henrik Ibsen
Cine a scris "Heliopolis"?*Ernst Junger
Cine a scris trilogia "Helliconia"?*Brian Aldiss
Cine a scris "Henry von Ofterdingen"?*Novalis
Cine a scris "Herzog"?*Saul Bellow
Cine a scris "Hideaway"?*Dean Koontz
Cine a scris "His Master's Voice"?*Stanislaw Lem
Cine a scris "Histoire des Girondins"?*Alphonse de Lamartine
Cine a scris "Hombres de maiz"?*Miguel Angel Asturias
Cine a scris "Home Is the Hangman"?*Roger Zelazny
Cine a scris "Homo Faber"?*Max Frisch
Cine a scris "Honourable Estate"?*Vera Brittain
Cine a scris "Horseman, Pass By"?*Larry McMurtry
Cine a scris "Horton Hears a Who!"?Dr. Seuss
Cine a scris "Hound of the Baskervilles"?*Arthur Conan Doyle
Cine a scris "Howards End"?*E. M. Forster
Cine a scris "Howl"?*Allen Ginsberg
Cine a scris "How to Be Rich"?*J. Paul Getty
Cine este poetul care a scris "Hudibras"?*Samuel Butler
Cine a scris "Human poems"?*Cesar Vallejo
Cine a scris "Humboldt's Gift"?*Saul Bellow
Cine a scris "Hunger"?*Knut Hamsun
Cine a scris poemul "I Am"?*John Clare
Cine a scris "Ibis"?*Ovidiu
Cine a scris "Idle Thoughts of an Idle Fellow"?*Jerome K. Jerome
Cine a scris fabula "Iepurele si Broasca Testoasa"?*Esop
Cine a scris poezia "If"?*Rudyard Kipling
Cine a scris "If on a Winter's Night a Traveler"?*Italo Calvino
Cine a scris "If This Is a Man"?*Primo Levi
Cine a scris "Il Canzoniere"?*Francesco Petrarca
Cine a scris "Illuminations"?*Arthur Rimbaud
Cine a scris "I'm Not Stiller"?*Max Frisch
Cine a scris "In a Free State"?*V. S. Naipaul
Cine a scris poemul "Ingustarea"?*Paul Celan
Cine a scris "In Search of Lost Time"?*Marcel Proust
Cine a scris "Inside Mr. Enderby"?*Anthony Burgess
Cine a scris "Institutes of the Christian Religion"?*Jean Calvin
Cine a scris "In the Heart of The Country"?*J. M. Coetzee
Cine a scris "In the Jungle of Cities"?*Bertold Brecht
Cine a scris "In the Penal Colony"?*Franz Kafka
Cine a scris piesa de teatru "Intruder"?*Maurice Maeterlinck
Cine a scris "Intruder In The Dust"?*William Faulkner
Cine a scris "Invisible Cities"?*Italo Calvino
Cine a scris "I Served the King of England"?*Bohumil Hrabal
Cine a scris "Island"?*Aldous Huxley
Cine a scris "Istoria Razboiului Peloponesiac"?*Tucidide
Cine a scris "Istorii"?*Herodot
Cine a scris poezia "Jabberwocky"?*Lewis Carroll
Cine a scris "Jacques the Fatalist and his Master"?*Denis Diderot
Cine a scris "Jamaica Inn"?*Daphne du Maurier
Cine a scris "James and the Giant Peach"?*Roald Dahl
Cine a scris "Jazz"?*Toni Morrison
Cine a scris "Jean Barois"?*Roger Martin du Gard
Cine a scris "Jeeves"?*P. G. Wodehouse
Cine a scris "Jerusalem: The Emanation of the Giant Albion"?*William Blake
Cine a scris "Job: A Comedy of Justice"?*Robert A. Heinlein
Cine a scris "Jocelyn"?*Alphonse de Lamartine
Cine a scris "Jonathan Livingston Seagull"?*Richard Bach
Cine a scris "Joseph and His Brothers"?*Thomas Mann
Cine a scris "Joseph Andrews"?*Henry Fielding
Cine a scris "Journey to La Alcarria"?*Camilo Jose Cela
Cine a scris "J R"?*William Gaddis
Cine a scris "Jude the Obscure"?*Thomas Hardy
Cine a scris "July's People"?*Nadine Gordimer
Cine a scris "Junkie"?*William S. Burroughs
Cine a scris "Jurassic Park"?*Michael Crichton
Cine a scris "Juxtaposition"?*Piers Anthony
Cine a scris seria de carti "Karlsson-on-the-Roof"?*Astrid Lindgren
Cine a scris "Keep the Aspidistra Flying"?*George Orwell
Cine a scris piesa de teatru "King Lear"?*William Shakespeare
Cine a scris "King Lear of the Steppes"?*Ivan Turgheniev
Cine a scris "Kiss of the Spider Woman"?*Manuel Puig
Cine a scris poemul "Konrad Wallenrod"?*Adam Mickiewicz
Cine a scris piesa de teatru "Krapp's Last Tape"?*Samuel Beckett
Cine a scris "Kristin Lavransdatter"?*Sigrid Undset
Cine a scris poemul "Kubla Khan"?*Samuel Taylor Coleridge
Cine a scris "La Arcadia"?*Lope de Vega
Cine a scris "La Belle Nivernaise"?*Alphonse Daudet
Cine a scris "La Bete Humaine"?*Emile Zola
Cine a scris volumul de antologii "Labyrinths"?*Jorge Luis Borges
Cine a scris "Ladies Whose Bright Eyes"?*Ford Madox Ford
Cine a scris "Lady Chatterley's Lover"?*D. H. Lawrence
Cine a scris "La Galatea"?*Miguel de Cervantes
Cine a scris "La Jeune Parque"?*Paul Valery
Cine a scris poemul "La Justice"?*Sully Prudhomme
Cine a scris "Lantern Slides"?*Edna O'Brien
Cine a scris "La Princesse de Cleves"?*Madame de La Fayette
Cine a scris "La Reine Margot"?*Alexandre Dumas
Cine a scris "L'Art poetique"?*Nicolas Boileau-Despreaux
Cine a scris "La Symphonie Pastorale"?*Andre Gide
Cine a scris "La Vida es Sueno"?*Pedro Calderon de la Barca
Cine a scris "La Vita Nuova"?*Dante Alighieri
Cine a scris "Lavondyss"?*Robert Holdstock
Cine a scris "Leaves of Grass"?*Walt Whitman
Cine a scris "Leaving the Land"?*Douglas Unger
Cine a scris "Le Cimetiere marin"?*Paul Valery
Cine a scris "Legion"?*William Peter Blatty
Cine a scris "Legs"?*William J. Kennedy
Cine a scris "Le Lutrin"?*Nicolas Boileau-Despreaux
Cine a scris "Le Pere Goriot"?*Honore de Balzac
Cine a scris "Les Enfants Terribles"?*Jean Cocteau
Cine a scris "Leslie and Sam"?*Douglas Unger
Cine a scris "Le Songe de Vaux"?*Jean de La Fontaine
Cine a scris "Les Paradis Artificiels"?*Charles Baudelaire
Cine a scris "Les Thibault"?*Roger Martin du Gard
Cine a scris "Letters to a Young Poet"?*Rainer Maria Rilke
Cine a scris "Letty Fox: Her Luck"?*Christina Stead
Cine a scris poemul "Le Zenith"?*Sully Prudhomme
Cine a scris "Libra"?*Don DeLillo
Cine a scris "Lie Down in Darkness"?*William Styron
Cine a scris "Life: A User's Manual"?*Georges Perec
Cine a scris "Life of Arseniev"?*Ivan Bunin
Cine a scris "Life & Times of Michael K"?*J. M. Coetzee
Cine a scris "Little Dorrit"?*Charles Dickens
Cine a scris "Lives of Girls and Women"?*Alice Munro
Cine a scris "Living Free"?*Joy Adamson
Cine a scris "London Fields"?*Martin Amis
Cine a scris piesa de teatru "Long Day's Journey into Night"?*Eugene O'Neill
Cine a scris "Lord of Light"?*Roger Zelazny
Cine a scris "Lost Honour of Katharina Blum"?*Heinrich Boll
Cine a scris "Lost Illusions"?*Honore de Balzac
Cine a scris "Los Trabajos de Persiles y Sigismunda"?*Miguel de Cervantes
Cine a scris "Love in the Time of Cholera"?*Gabriel Garcia Marquez
Cine a scris "Loving"?*Henry Green
Cine a scris "Lust for Life"?*Irving Stone
Cine a scris "Macias"?*Mariano Jose de Larra
Cine a scris "Mad Love"?*Andre Breton
Cine a scris "Magarul de Aur"?*Apuleius
Cine a scris "Maggie: A Girl of the Streets"?*Stephen Crane
Cine a scris "Magic Kingdom For Sale -- SOLD!"?*Terry Brooks
Cine a scris "Malevil"?*Robert Merle
Cine a scris "Malone Dies"?*Samuel Beckett
Cine a scris "Mama"?*Maxim Gorki
Cine a scris "M-am Hotarat sa Devin Prost"?*Martin Page
Cine a scris poemul "Mandalay"?*Rudyard Kipling
Cine a scris "Manhattan Transfer"?*John Dos Passos
Cine a scris "Man of Straw"?*Heinrich Mann
Cine a scris "Man's Fate"?*Andre Malraux
Cine a scris "Man's Hope"?*Andre Malraux
Cine a scris "Margites"?*Homer
Cine a scris "Marjorie Morningstar"?*Herman Wouk
Cine a scris "Marriage A-la-Mode"?*John Dryden
Cine a scris "Master of the Game"?*Sidney Sheldon
Cine a scris "Matilda"?*Roald Dahl
Cine a scris piesa de teatru "Medeea"?*Euripide
Cine a scris "Meditatii"?*Marcus Aurelius
Cine a scris tratatul "Meditations on First Philosophy"?*Rene Descartes
Cine a scris "Memoirs from Beyond the Grave"?*Francois-Rene de Chateaubriand
Cine a scris "Memoirs of a Geisha"?*Arthur Golden
Cine a scris "Memory of Fire"?*Eduardo Galeano
Cine a scris "Mending Wall"?*Robert Frost
Cine a scris "Men to Match My Mountains"?*Irving Stone
Cine a scris seria "Merry Gentry"?*Laurell K. Hamilton
Cine a scris "Metamorfoze"?*Ovidiu
Cine a scris "Micromegas"?*Voltaire
Cine a scris "Mirrors"?*Eduardo Galeano
Cine a scris "Miss Lonelyhearts"?*Nathanael West
Cine a scris "Moll Flanders"?*Daniel Defoe
Cine a scris "Molloy"?*Samuel Beckett
Cine a scris "Moments of Reprieve"?*Primo Levi
Cine a scris "Momo"?*Michael Ende
Cine a scris "Money"?*Martin Amis
Cine a scris "Montauk"?*Max Frisch
Cine a scris "Mosquitoes"?*William Faulkner
Cine a scris "Mrs Dalloway"?*Virginia Woolf
Cine a scris piesa de teatru "Much Ado About Nothing"?*William Shakespeare
Cine a scris "Murphy"?*Samuel Beckett
Cine a scris "My Last Duchess"?*Robert Browning
Cine a scris "My Life and Hard Times"?*James Thurber
Cine a scris memoriul "My Losing Season"?*Pat Conroy
Cine a scris "My Name is Red"?*Orhan Pamuk
Cine a scris "Nadja"?*Andre Breton
Cine a scris "Nana"?*Emile Zola
Cine a scris "Narcissus and Goldmund"?*Herman Hesse
Cine a scris "Nausea"?*Jean-Paul Sartre
Cine a scris "Never Let Me Go"?*Kazuo Ishiguro
Cine a scris "New Year Letter"?*W. H. Auden
Cine a scris "Night"?*Elie Wiesel
Cine a scris "Nightfall"?*Isaac Asimov
