Matematica*Necunoscut*1
Cat fac 10  x  18  = .........*180
Cat fac 270 : 3  = .........*90
Cat fac 384 : 6  = .........*64
Cat fac 152  -  18  = .........*134
Cat fac 71  +  94  = .........*165
Cat fac 192  -  27  = .........*165
Cat fac 1  x  4  = .........*4
Cat fac 10  x  35  = .........*350
Cat fac 230 : 5  = .........*46
Cat fac 11  x  59  = .........*649
Cat fac 179  -  42  = .........*137
Cat fac 154  -  64  = .........*90
Cat fac 76  +  6  = .........*82
Cat fac 146  -  86  = .........*60
Cat fac 12  x  94  = .........*1128
Cat fac 15  x  87  = .........*1305
Cat fac 2  x  41  = .........*82
Cat fac 133  -  32  = .........*101
Cat fac 11  x  18  = .........*198
Cat fac 144  -  40  = .........*104
Cat fac 318 : 6  = .........*53
Cat fac 3  x  94  = .........*282
Cat fac 72 : 8  = .........*9
Cat fac 3  x  22  = .........*66
Cat fac 679 : 7  = .........*97
Cat fac 44  +  19  = .........*63
Cat fac 396 : 9  = .........*44
Cat fac 9  x  83  = .........*747
Cat fac 157  -  12  = .........*145
Cat fac 10  +  3  = .........*13
Cat fac 124  -  89  = .........*35
Cat fac 75  +  37  = .........*112
Cat fac 95  +  11  = .........*106
Cat fac 183  -  87  = .........*96
Cat fac 11  x  73  = .........*803
Cat fac 288 : 9  = .........*32
Cat fac 273 : 7  = .........*39
Cat fac 145  -  86  = .........*59
Cat fac 61  +  45  = .........*106
Cat fac 13  +  87  = .........*100
Cat fac 15  +  49  = .........*64
Cat fac 35  +  90  = .........*125
Cat fac 13  x  86  = .........*1118
Cat fac 3  +  58  = .........*61
Cat fac 48  +  4  = .........*52
Cat fac 108  -  16  = .........*92
Cat fac 126  -  18  = .........*108
Cat fac 318 : 6  = .........*53
Cat fac 19  +  8  = .........*27
Cat fac 46  +  99  = .........*145
Cat fac 194  -  32  = .........*162
Cat fac 153 : 9  = .........*17
Cat fac 57 : 1  = .........*57
Cat fac 101  -  36  = .........*65
Cat fac 60  +  23  = .........*83
Cat fac 128 : 2  = .........*64
Cat fac 142  -  74  = .........*68
Cat fac 42  +  79  = .........*121
Cat fac 111  -  19  = .........*92
Cat fac 42  +  40  = .........*82
Cat fac 291 : 3  = .........*97
Cat fac 7  x  1  = .........*7
Cat fac 104  -  10  = .........*94
Cat fac 97  +  71  = .........*168
Cat fac 7  x  54  = .........*378
Cat fac 118  -  18  = .........*100
Cat fac 10  x  66  = .........*660
Cat fac 28  +  68  = .........*96
Cat fac 12 : 2  = .........*6
Cat fac 272 : 8  = .........*34
Cat fac 1  +  95  = .........*96
Cat fac 12  x  4  = .........*48
Cat fac 46  +  35  = .........*81
Cat fac 181  -  11  = .........*170
Cat fac 175 : 5  = .........*35
Cat fac 5  x  15  = .........*75
Cat fac 85  +  55  = .........*140
Cat fac 180  -  57  = .........*123
Cat fac 82 : 1  = .........*82
Cat fac 49  +  38  = .........*87
Cat fac 115  -  69  = .........*46
Cat fac 55  +  35  = .........*90
Cat fac 54  +  40  = .........*94
Cat fac 14  x  23  = .........*322
Cat fac 173  -  30  = .........*143
Cat fac 860 : 10  = .........*86
Cat fac 88  +  90  = .........*178
Cat fac 2  x  50  = .........*100
Cat fac 33  +  19  = .........*52
Cat fac 560 : 10  = .........*56
Cat fac 31  +  51  = .........*82
Cat fac 188 : 2  = .........*94
Cat fac 131  -  52  = .........*79
Cat fac 105  -  14  = .........*91
Cat fac 93  +  60  = .........*153
Cat fac 89  +  21  = .........*110
Cat fac 246 : 3  = .........*82
Cat fac 161 : 7  = .........*23
Cat fac 153  -  12  = .........*141
Cat fac 179  -  83  = .........*96
Cat fac 142  -  91  = .........*51
Cat fac 157  -  83  = .........*74
Cat fac 141  -  45  = .........*96
Cat fac 10  x  89  = .........*890
Cat fac 9  x  46  = .........*414
Cat fac 3  x  48  = .........*144
Cat fac 79  +  44  = .........*123
Cat fac 1  x  19  = .........*19
Cat fac 3  x  51  = .........*153
Cat fac 200  -  96  = .........*104
Cat fac 99 : 1  = .........*99
Cat fac 3 : 3  = .........*1
Cat fac 91  +  35  = .........*126
Cat fac 11  x  91  = .........*1001
Cat fac 6  x  90  = .........*540
Cat fac 95  +  34  = .........*129
Cat fac 111  -  59  = .........*52
Cat fac 171  -  86  = .........*85
Cat fac 114  -  49  = .........*65
Cat fac 1  +  96  = .........*97
Cat fac 8  x  43  = .........*344
Cat fac 119  -  73  = .........*46
Cat fac 330 : 5  = .........*66
Cat fac 130  -  90  = .........*40
Cat fac 12  x  89  = .........*1068
Cat fac 192  -  61  = .........*131
Cat fac 196 : 2  = .........*98
Cat fac 350 : 10  = .........*35
Cat fac 170 : 10  = .........*17
Cat fac 840 : 10  = .........*84
Cat fac 2  x  70  = .........*140
Cat fac 16  +  53  = .........*69
Cat fac 199  -  20  = .........*179
Cat fac 129  -  15  = .........*114
Cat fac 1  x  31  = .........*31
Cat fac 138  -  99  = .........*39
Cat fac 8 : 1  = .........*8
Cat fac 104  -  59  = .........*45
Cat fac 2  +  38  = .........*40
Cat fac 199  -  64  = .........*135
Cat fac 7  x  20  = .........*140
Cat fac 125 : 5  = .........*25
Cat fac 6  x  87  = .........*522
Cat fac 260 : 4  = .........*65
Cat fac 64  +  32  = .........*96
Cat fac 161  -  12  = .........*149
Cat fac 14  x  17  = .........*238
Cat fac 610 : 10  = .........*61
Cat fac 62  +  74  = .........*136
Cat fac 13  x  23  = .........*299
Cat fac 134 : 2  = .........*67
Cat fac 1  x  91  = .........*91
Cat fac 3  x  67  = .........*201
Cat fac 6  x  59  = .........*354
Cat fac 5  x  48  = .........*240
Cat fac 10  x  63  = .........*630
Cat fac 35  +  98  = .........*133
Cat fac 3  x  24  = .........*72
Cat fac 36  +  71  = .........*107
Cat fac 9  x  43  = .........*387
Cat fac 82  +  12  = .........*94
Cat fac 10  x  38  = .........*380
Cat fac 8  x  66  = .........*528
Cat fac 9  x  14  = .........*126
Cat fac 102  -  34  = .........*68
Cat fac 81  +  90  = .........*171
Cat fac 120  -  87  = .........*33
Cat fac 94  +  43  = .........*137
Cat fac 166  -  47  = .........*119
Cat fac 87  +  31  = .........*118
Cat fac 47  +  90  = .........*137
Cat fac 164  -  41  = .........*123
Cat fac 163  -  41  = .........*122
Cat fac 4  x  22  = .........*88
Cat fac 71  +  89  = .........*160
Cat fac 35  +  70  = .........*105
Cat fac 12  x  59  = .........*708
Cat fac 639 : 9  = .........*71
Cat fac 32 : 8  = .........*4
Cat fac 18 : 9  = .........*2
Cat fac 90  +  1  = .........*91
Cat fac 8  x  62  = .........*496
Cat fac 144 : 2  = .........*72
Cat fac 40  +  18  = .........*58
Cat fac 10  x  6  = .........*60
Cat fac 179  -  21  = .........*158
Cat fac 396 : 4  = .........*99
Cat fac 279 : 3  = .........*93
Cat fac 504 : 7  = .........*72
Cat fac 11 : 1  = .........*11
Cat fac 4  x  15  = .........*60
Cat fac 252 : 9  = .........*28
Cat fac 152 : 4  = .........*38
Cat fac 666 : 9  = .........*74
Cat fac 40 : 1  = .........*40
Cat fac 3  x  99  = .........*297
Cat fac 9  x  24  = .........*216
Cat fac 570 : 10  = .........*57
Cat fac 116  -  88  = .........*28
Cat fac 11  x  83  = .........*913
Cat fac 7  x  56  = .........*392
Cat fac 63  +  61  = .........*124
Cat fac 11  +  84  = .........*95
Cat fac 49  +  38  = .........*87
Cat fac 28 : 1  = .........*28
Cat fac 192  -  99  = .........*93
Cat fac 159  -  36  = .........*123
Cat fac 147  -  61  = .........*86
Cat fac 3  x  12  = .........*36
Cat fac 3  +  33  = .........*36
Cat fac 115 : 5  = .........*23
Cat fac 260 : 10  = .........*26
Cat fac 6  x  94  = .........*564
Cat fac 142  -  84  = .........*58
Cat fac 10  x  4  = .........*40
Cat fac 68  +  18  = .........*86
Cat fac 11  x  65  = .........*715
Cat fac 450 : 6  = .........*75
Cat fac 90  +  3  = .........*93
Cat fac 2  x  89  = .........*178
Cat fac 42  +  22  = .........*64
Cat fac 34 : 2  = .........*17
Cat fac 675 : 9  = .........*75
Cat fac 146  -  85  = .........*61
Cat fac 12  x  7  = .........*84
Cat fac 110  -  25  = .........*85
Cat fac 1  x  20  = .........*20
Cat fac 490 : 5  = .........*98
Cat fac 54  +  32  = .........*86
Cat fac 57 : 3  = .........*19
Cat fac 127  -  85  = .........*42
Cat fac 144  -  41  = .........*103
Cat fac 70  +  51  = .........*121
Cat fac 98  +  10  = .........*108
Cat fac 7  x  16  = .........*112
Cat fac 14  x  72  = .........*1008
Cat fac 13  x  87  = .........*1131
Cat fac 24  +  61  = .........*85
Cat fac 178  -  85  = .........*93
Cat fac 790 : 10  = .........*79
Cat fac 12  x  75  = .........*900
Cat fac 127  -  21  = .........*106
Cat fac 148  -  21  = .........*127
Cat fac 5  x  5  = .........*25
Cat fac 36  +  53  = .........*89
Cat fac 116  -  94  = .........*22
Cat fac 71 : 1  = .........*71
Cat fac 188  -  85  = .........*103
Cat fac 30  +  39  = .........*69
Cat fac 125  -  91  = .........*34
Cat fac 12  x  49  = .........*588
Cat fac 15  x  42  = .........*630
Cat fac 12  x  43  = .........*516
Cat fac 294 : 3  = .........*98
Cat fac 119  -  12  = .........*107
Cat fac 162  -  60  = .........*102
Cat fac 2  x  53  = .........*106
Cat fac 4  x  99  = .........*396
Cat fac 123  -  60  = .........*63
Cat fac 189  -  93  = .........*96
Cat fac 46  +  21  = .........*67
Cat fac 450 : 10  = .........*45
Cat fac 14  x  90  = .........*1260
Cat fac 6  x  68  = .........*408
Cat fac 24 : 2  = .........*12
Cat fac 4  x  19  = .........*76
Cat fac 7  x  99  = .........*693
Cat fac 112  -  44  = .........*68
Cat fac 287 : 7  = .........*41
Cat fac 7  x  25  = .........*175
Cat fac 100  +  96  = .........*196
Cat fac 45  +  15  = .........*60
Cat fac 282 : 3  = .........*94
Cat fac 181  -  77  = .........*104
Cat fac 6  x  79  = .........*474
Cat fac 196 : 2  = .........*98
Cat fac 12  x  18  = .........*216
Cat fac 61  +  30  = .........*91
Cat fac 114 : 3  = .........*38
Cat fac 38  +  59  = .........*97
Cat fac 140 : 2  = .........*70
Cat fac 196  -  96  = .........*100
Cat fac 200  -  96  = .........*104
Cat fac 130  -  94  = .........*36
Cat fac 324 : 4  = .........*81
Cat fac 29 : 1  = .........*29
Cat fac 82  +  33  = .........*115
Cat fac 504 : 8  = .........*63
Cat fac 192  -  95  = .........*97
Cat fac 6  x  67  = .........*402
Cat fac 4  x  76  = .........*304
Cat fac 12  x  83  = .........*996
Cat fac 77  +  2  = .........*79
Cat fac 4  x  61  = .........*244
Cat fac 140  -  87  = .........*53
Cat fac 9  +  4  = .........*13
Cat fac 9  x  40  = .........*360
Cat fac 140  -  15  = .........*125
Cat fac 169  -  66  = .........*103
Cat fac 6  x  45  = .........*270
Cat fac 1  x  87  = .........*87
Cat fac 77  +  36  = .........*113
Cat fac 1  x  74  = .........*74
Cat fac 6  +  27  = .........*33
Cat fac 26  +  31  = .........*57
Cat fac 65  +  46  = .........*111
Cat fac 609 : 7  = .........*87
Cat fac 2  x  18  = .........*36
Cat fac 46  +  71  = .........*117
Cat fac 76  +  57  = .........*133
Cat fac 103  -  36  = .........*67
Cat fac 200  -  48  = .........*152
Cat fac 45  +  68  = .........*113
Cat fac 3  x  33  = .........*99
Cat fac 128  -  83  = .........*45
Cat fac 171  -  56  = .........*115
Cat fac 144  -  69  = .........*75
Cat fac 1  +  59  = .........*60
Cat fac 273 : 3  = .........*91
Cat fac 539 : 7  = .........*77
Cat fac 14  x  45  = .........*630
Cat fac 116 : 4  = .........*29
Cat fac 87  +  58  = .........*145
Cat fac 210 : 7  = .........*30
Cat fac 195 : 3  = .........*65
Cat fac 73  +  95  = .........*168
Cat fac 124  -  23  = .........*101
Cat fac 159  -  25  = .........*134
Cat fac 234 : 9  = .........*26
Cat fac 72 : 8  = .........*9
Cat fac 5  x  51  = .........*255
Cat fac 175  -  11  = .........*164
Cat fac 151  -  22  = .........*129
Cat fac 574 : 7  = .........*82
Cat fac 70  +  93  = .........*163
Cat fac 58  +  79  = .........*137
Cat fac 162  -  52  = .........*110
Cat fac 47  +  31  = .........*78
Cat fac 164  -  18  = .........*146
Cat fac 84 : 2  = .........*42
Cat fac 15  x  34  = .........*510
Cat fac 12  x  69  = .........*828
Cat fac 2  x  37  = .........*74
Cat fac 846 : 9  = .........*94
Cat fac 266 : 7  = .........*38
Cat fac 340 : 4  = .........*85
Cat fac 1  x  55  = .........*55
Cat fac 216 : 3  = .........*72
Cat fac 58 : 2  = .........*29
Cat fac 4  x  34  = .........*136
Cat fac 180  -  78  = .........*102
Cat fac 172  -  98  = .........*74
Cat fac 11  +  7  = .........*18
Cat fac 152  -  11  = .........*141
Cat fac 51  +  95  = .........*146
Cat fac 117  -  89  = .........*28
Cat fac 54 : 9  = .........*6
Cat fac 8  +  7  = .........*15
Cat fac 88  +  91  = .........*179
Cat fac 30  +  37  = .........*67
Cat fac 164  -  30  = .........*134
Cat fac 540 : 9  = .........*60
Cat fac 13  x  22  = .........*286
Cat fac 63 : 3  = .........*21
Cat fac 30  +  67  = .........*97
Cat fac 121  -  28  = .........*93
Cat fac 13  x  93  = .........*1209
Cat fac 42  +  74  = .........*116
Cat fac 18  +  22  = .........*40
Cat fac 159  -  21  = .........*138
Cat fac 180  -  65  = .........*115
Cat fac 145  -  96  = .........*49
Cat fac 166  -  71  = .........*95
Cat fac 15  x  85  = .........*1275
Cat fac 2  x  44  = .........*88
Cat fac 13  x  96  = .........*1248
Cat fac 472 : 8  = .........*59
Cat fac 161  -  34  = .........*127
Cat fac 113  -  88  = .........*25
Cat fac 80  +  39  = .........*119
Cat fac 234 : 3  = .........*78
Cat fac 19  +  92  = .........*111
Cat fac 83  +  66  = .........*149
Cat fac 58  +  10  = .........*68
Cat fac 183  -  77  = .........*106
Cat fac 4  x  35  = .........*140
Cat fac 4  +  97  = .........*101
Cat fac 194  -  13  = .........*181
Cat fac 175  -  23  = .........*152
Cat fac 284 : 4  = .........*71
Cat fac 78  +  90  = .........*168
Cat fac 20 : 5  = .........*4
Cat fac 147  -  10  = .........*137
Cat fac 88  +  15  = .........*103
Cat fac 312 : 6  = .........*52
Cat fac 168  -  28  = .........*140
Cat fac 73  +  99  = .........*172
Cat fac 76  +  25  = .........*101
Cat fac 5  x  78  = .........*390
Cat fac 6  x  69  = .........*414
Cat fac 380 : 10  = .........*38
Cat fac 100  -  58  = .........*42
Cat fac 100  +  88  = .........*188
Cat fac 74  +  75  = .........*149
Cat fac 536 : 8  = .........*67
Cat fac 13  x  54  = .........*702
Cat fac 148  -  21  = .........*127
Cat fac 10  x  28  = .........*280
Cat fac 147  -  35  = .........*112
Cat fac 11  x  92  = .........*1012
Cat fac 594 : 6  = .........*99
Cat fac 129  -  100  = .........*29
Cat fac 2  x  74  = .........*148
Cat fac 26  +  26  = .........*52
Cat fac 6  x  34  = .........*204
Cat fac 84  +  84  = .........*168
Cat fac 192 : 3  = .........*64
Cat fac 180 : 9  = .........*20
Cat fac 189  -  88  = .........*101
Cat fac 4  +  69  = .........*73
Cat fac 24  +  85  = .........*109
Cat fac 115  -  41  = .........*74
Cat fac 8  x  53  = .........*424
Cat fac 102  -  75  = .........*27
Cat fac 12  x  66  = .........*792
Cat fac 52  +  81  = .........*133
Cat fac 98  +  36  = .........*134
Cat fac 196  -  25  = .........*171
Cat fac 14  x  6  = .........*84
Cat fac 172 : 4  = .........*43
Cat fac 101  -  29  = .........*72
Cat fac 160  -  77  = .........*83
Cat fac 960 : 10  = .........*96
Cat fac 6  x  92  = .........*552
Cat fac 43  +  72  = .........*115
Cat fac 408 : 6  = .........*68
Cat fac 14  x  6  = .........*84
Cat fac 1  x  55  = .........*55
Cat fac 13  x  66  = .........*858
Cat fac 188  -  94  = .........*94
Cat fac 71  +  78  = .........*149
Cat fac 114  -  13  = .........*101
Cat fac 432 : 8  = .........*54
Cat fac 7  x  32  = .........*224
Cat fac 29  +  71  = .........*100
Cat fac 200  -  63  = .........*137
Cat fac 193  -  83  = .........*110
Cat fac 140  -  60  = .........*80
Cat fac 7  x  48  = .........*336
Cat fac 14  x  84  = .........*1176
Cat fac 1  x  7  = .........*7
Cat fac 13  x  43  = .........*559
Cat fac 184  -  19  = .........*165
Cat fac 3  x  4  = .........*12
Cat fac 468 : 9  = .........*52
Cat fac 90 : 1  = .........*90
Cat fac 13  x  51  = .........*663
Cat fac 790 : 10  = .........*79
Cat fac 43  +  76  = .........*119
Cat fac 76  +  34  = .........*110
Cat fac 71  +  26  = .........*97
Cat fac 170 : 5  = .........*34
Cat fac 90  +  59  = .........*149
Cat fac 77  +  54  = .........*131
Cat fac 190  -  48  = .........*142
Cat fac 194  -  49  = .........*145
Cat fac 180  -  19  = .........*161
Cat fac 158  -  60  = .........*98
Cat fac 8  +  37  = .........*45
Cat fac 26  +  92  = .........*118
Cat fac 10  x  96  = .........*960
Cat fac 133  -  61  = .........*72
Cat fac 23  +  49  = .........*72
Cat fac 144  -  21  = .........*123
Cat fac 26  +  39  = .........*65
Cat fac 49  +  59  = .........*108
Cat fac 1  x  77  = .........*77
Cat fac 36 : 4  = .........*9
Cat fac 185  -  80  = .........*105
Cat fac 122 : 2  = .........*61
Cat fac 290 : 10  = .........*29
Cat fac 54  +  34  = .........*88
Cat fac 14  x  13  = .........*182
Cat fac 9  x  86  = .........*774
Cat fac 320 : 5  = .........*64
Cat fac 9  x  60  = .........*540
Cat fac 48  +  70  = .........*118
Cat fac 69  +  98  = .........*167
Cat fac 5  x  82  = .........*410
Cat fac 300 : 5  = .........*60
Cat fac 10  x  96  = .........*960
Cat fac 710 : 10  = .........*71
Cat fac 312 : 4  = .........*78
Cat fac 539 : 7  = .........*77
Cat fac 93  +  94  = .........*187
Cat fac 87  +  23  = .........*110
Cat fac 51  +  47  = .........*98
Cat fac 71 : 1  = .........*71
Cat fac 6  x  19  = .........*114
Cat fac 69  +  82  = .........*151
Cat fac 660 : 10  = .........*66
Cat fac 151  -  98  = .........*53
Cat fac 159  -  63  = .........*96
Cat fac 104 : 4  = .........*26
Cat fac 29  +  64  = .........*93
Cat fac 13  x  48  = .........*624
Cat fac 117  -  91  = .........*26
Cat fac 44  +  8  = .........*52
Cat fac 15  x  89  = .........*1335
Cat fac 6  x  47  = .........*282
Cat fac 462 : 7  = .........*66
